Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,Location_Prefix,RDataPath,Tags
2021-10-14.IjazUZ_2017.pathway_coverage,IjazUZ 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/IjazUZ_2017/2021-10-14.IjazUZ_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.IjazUZ_2017.relative_abundance,IjazUZ 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/IjazUZ_2017/2021-10-14.IjazUZ_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.JieZ_2017.gene_families,JieZ 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/JieZ_2017/2021-10-14.JieZ_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.JieZ_2017.marker_abundance,JieZ 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/JieZ_2017/2021-10-14.JieZ_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.JieZ_2017.marker_presence,JieZ 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/JieZ_2017/2021-10-14.JieZ_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.JieZ_2017.pathway_abundance,JieZ 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/JieZ_2017/2021-10-14.JieZ_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.JieZ_2017.pathway_coverage,JieZ 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/JieZ_2017/2021-10-14.JieZ_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.JieZ_2017.relative_abundance,JieZ 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/JieZ_2017/2021-10-14.JieZ_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.KarlssonFH_2013.gene_families,KarlssonFH 2013 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KarlssonFH_2013/2021-10-14.KarlssonFH_2013.gene_families.rda,curatedMetagenomicData
2021-10-14.KarlssonFH_2013.marker_abundance,KarlssonFH 2013 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KarlssonFH_2013/2021-10-14.KarlssonFH_2013.marker_abundance.rda,curatedMetagenomicData
2021-10-14.KarlssonFH_2013.marker_presence,KarlssonFH 2013 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KarlssonFH_2013/2021-10-14.KarlssonFH_2013.marker_presence.rda,curatedMetagenomicData
2021-10-14.KarlssonFH_2013.pathway_abundance,KarlssonFH 2013 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KarlssonFH_2013/2021-10-14.KarlssonFH_2013.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.KarlssonFH_2013.pathway_coverage,KarlssonFH 2013 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KarlssonFH_2013/2021-10-14.KarlssonFH_2013.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.KarlssonFH_2013.relative_abundance,KarlssonFH 2013 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KarlssonFH_2013/2021-10-14.KarlssonFH_2013.relative_abundance.rda,curatedMetagenomicData
2021-10-14.KaurK_2020.gene_families,KaurK 2020 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KaurK_2020/2021-10-14.KaurK_2020.gene_families.rda,curatedMetagenomicData
2021-10-14.KaurK_2020.marker_abundance,KaurK 2020 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KaurK_2020/2021-10-14.KaurK_2020.marker_abundance.rda,curatedMetagenomicData
2021-10-14.KaurK_2020.marker_presence,KaurK 2020 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KaurK_2020/2021-10-14.KaurK_2020.marker_presence.rda,curatedMetagenomicData
2021-10-14.KaurK_2020.pathway_abundance,KaurK 2020 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KaurK_2020/2021-10-14.KaurK_2020.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.KaurK_2020.pathway_coverage,KaurK 2020 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KaurK_2020/2021-10-14.KaurK_2020.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.KaurK_2020.relative_abundance,KaurK 2020 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KaurK_2020/2021-10-14.KaurK_2020.relative_abundance.rda,curatedMetagenomicData
2021-10-14.KieserS_2018.gene_families,KieserS 2018 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KieserS_2018/2021-10-14.KieserS_2018.gene_families.rda,curatedMetagenomicData
2021-10-14.KieserS_2018.marker_abundance,KieserS 2018 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KieserS_2018/2021-10-14.KieserS_2018.marker_abundance.rda,curatedMetagenomicData
2021-10-14.KieserS_2018.marker_presence,KieserS 2018 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KieserS_2018/2021-10-14.KieserS_2018.marker_presence.rda,curatedMetagenomicData
2021-10-14.KieserS_2018.pathway_abundance,KieserS 2018 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KieserS_2018/2021-10-14.KieserS_2018.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.KieserS_2018.pathway_coverage,KieserS 2018 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KieserS_2018/2021-10-14.KieserS_2018.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.KieserS_2018.relative_abundance,KieserS 2018 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/KieserS_2018/2021-10-14.KieserS_2018.relative_abundance.rda,curatedMetagenomicData
2021-10-14.LiJ_2017.gene_families,LiJ 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiJ_2017/2021-10-14.LiJ_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.LiJ_2017.marker_abundance,LiJ 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiJ_2017/2021-10-14.LiJ_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.LiJ_2017.marker_presence,LiJ 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiJ_2017/2021-10-14.LiJ_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.LiJ_2017.pathway_abundance,LiJ 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiJ_2017/2021-10-14.LiJ_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.LiJ_2017.pathway_coverage,LiJ 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiJ_2017/2021-10-14.LiJ_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.LiJ_2017.relative_abundance,LiJ 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiJ_2017/2021-10-14.LiJ_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.LiuW_2016.gene_families,LiuW 2016 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiuW_2016/2021-10-14.LiuW_2016.gene_families.rda,curatedMetagenomicData
2021-10-14.LiuW_2016.marker_abundance,LiuW 2016 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiuW_2016/2021-10-14.LiuW_2016.marker_abundance.rda,curatedMetagenomicData
2021-10-14.LiuW_2016.marker_presence,LiuW 2016 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiuW_2016/2021-10-14.LiuW_2016.marker_presence.rda,curatedMetagenomicData
2021-10-14.LiuW_2016.pathway_abundance,LiuW 2016 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiuW_2016/2021-10-14.LiuW_2016.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.LiuW_2016.pathway_coverage,LiuW 2016 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiuW_2016/2021-10-14.LiuW_2016.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.LiuW_2016.relative_abundance,LiuW 2016 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LiuW_2016/2021-10-14.LiuW_2016.relative_abundance.rda,curatedMetagenomicData
2021-10-14.LokmerA_2019.gene_families,LokmerA 2019 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LokmerA_2019/2021-10-14.LokmerA_2019.gene_families.rda,curatedMetagenomicData
2021-10-14.LokmerA_2019.marker_abundance,LokmerA 2019 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LokmerA_2019/2021-10-14.LokmerA_2019.marker_abundance.rda,curatedMetagenomicData
2021-10-14.LokmerA_2019.marker_presence,LokmerA 2019 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LokmerA_2019/2021-10-14.LokmerA_2019.marker_presence.rda,curatedMetagenomicData
2021-10-14.LokmerA_2019.pathway_abundance,LokmerA 2019 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LokmerA_2019/2021-10-14.LokmerA_2019.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.LokmerA_2019.pathway_coverage,LokmerA 2019 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LokmerA_2019/2021-10-14.LokmerA_2019.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.LokmerA_2019.relative_abundance,LokmerA 2019 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LokmerA_2019/2021-10-14.LokmerA_2019.relative_abundance.rda,curatedMetagenomicData
2021-10-14.LoombaR_2017.gene_families,LoombaR 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LoombaR_2017/2021-10-14.LoombaR_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.LoombaR_2017.marker_abundance,LoombaR 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LoombaR_2017/2021-10-14.LoombaR_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.LoombaR_2017.marker_presence,LoombaR 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LoombaR_2017/2021-10-14.LoombaR_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.LoombaR_2017.pathway_abundance,LoombaR 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LoombaR_2017/2021-10-14.LoombaR_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.LoombaR_2017.pathway_coverage,LoombaR 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LoombaR_2017/2021-10-14.LoombaR_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.LoombaR_2017.relative_abundance,LoombaR 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/LoombaR_2017/2021-10-14.LoombaR_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.MatsonV_2018.gene_families,MatsonV 2018 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MatsonV_2018/2021-10-14.MatsonV_2018.gene_families.rda,curatedMetagenomicData
2021-10-14.MatsonV_2018.marker_abundance,MatsonV 2018 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MatsonV_2018/2021-10-14.MatsonV_2018.marker_abundance.rda,curatedMetagenomicData
2021-10-14.MatsonV_2018.marker_presence,MatsonV 2018 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MatsonV_2018/2021-10-14.MatsonV_2018.marker_presence.rda,curatedMetagenomicData
2021-10-14.MatsonV_2018.pathway_abundance,MatsonV 2018 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MatsonV_2018/2021-10-14.MatsonV_2018.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.MatsonV_2018.pathway_coverage,MatsonV 2018 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MatsonV_2018/2021-10-14.MatsonV_2018.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.MatsonV_2018.relative_abundance,MatsonV 2018 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MatsonV_2018/2021-10-14.MatsonV_2018.relative_abundance.rda,curatedMetagenomicData
2021-10-14.MehtaRS_2018.gene_families,MehtaRS 2018 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MehtaRS_2018/2021-10-14.MehtaRS_2018.gene_families.rda,curatedMetagenomicData
2021-10-14.MehtaRS_2018.marker_abundance,MehtaRS 2018 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MehtaRS_2018/2021-10-14.MehtaRS_2018.marker_abundance.rda,curatedMetagenomicData
2021-10-14.MehtaRS_2018.marker_presence,MehtaRS 2018 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MehtaRS_2018/2021-10-14.MehtaRS_2018.marker_presence.rda,curatedMetagenomicData
2021-10-14.MehtaRS_2018.pathway_abundance,MehtaRS 2018 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MehtaRS_2018/2021-10-14.MehtaRS_2018.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.MehtaRS_2018.pathway_coverage,MehtaRS 2018 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MehtaRS_2018/2021-10-14.MehtaRS_2018.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.MehtaRS_2018.relative_abundance,MehtaRS 2018 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/MehtaRS_2018/2021-10-14.MehtaRS_2018.relative_abundance.rda,curatedMetagenomicData
2021-10-14.NagySzakalD_2017.gene_families,NagySzakalD 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/NagySzakalD_2017/2021-10-14.NagySzakalD_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.NagySzakalD_2017.marker_abundance,NagySzakalD 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/NagySzakalD_2017/2021-10-14.NagySzakalD_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.NagySzakalD_2017.marker_presence,NagySzakalD 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/NagySzakalD_2017/2021-10-14.NagySzakalD_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.NagySzakalD_2017.pathway_abundance,NagySzakalD 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/NagySzakalD_2017/2021-10-14.NagySzakalD_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.NagySzakalD_2017.pathway_coverage,NagySzakalD 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/NagySzakalD_2017/2021-10-14.NagySzakalD_2017.pathway_coverage.rda,curatedMetagenomicData
