Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,Location_Prefix,RDataPath,Tags
2021-03-31.IjazUZ_2017.gene_families,IjazUZ 2017 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/IjazUZ_2017/2021-03-31.IjazUZ_2017.gene_families.rda,curatedMetagenomicData
2021-03-31.IjazUZ_2017.marker_abundance,IjazUZ 2017 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/IjazUZ_2017/2021-03-31.IjazUZ_2017.marker_abundance.rda,curatedMetagenomicData
2021-03-31.IjazUZ_2017.marker_presence,IjazUZ 2017 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/IjazUZ_2017/2021-03-31.IjazUZ_2017.marker_presence.rda,curatedMetagenomicData
2021-03-31.IjazUZ_2017.pathway_abundance,IjazUZ 2017 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/IjazUZ_2017/2021-03-31.IjazUZ_2017.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.IjazUZ_2017.pathway_coverage,IjazUZ 2017 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/IjazUZ_2017/2021-03-31.IjazUZ_2017.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.IjazUZ_2017.relative_abundance,IjazUZ 2017 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/IjazUZ_2017/2021-03-31.IjazUZ_2017.relative_abundance.rda,curatedMetagenomicData
2021-03-31.JieZ_2017.gene_families,JieZ 2017 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/JieZ_2017/2021-03-31.JieZ_2017.gene_families.rda,curatedMetagenomicData
2021-03-31.JieZ_2017.marker_abundance,JieZ 2017 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/JieZ_2017/2021-03-31.JieZ_2017.marker_abundance.rda,curatedMetagenomicData
2021-03-31.JieZ_2017.marker_presence,JieZ 2017 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/JieZ_2017/2021-03-31.JieZ_2017.marker_presence.rda,curatedMetagenomicData
2021-03-31.JieZ_2017.pathway_abundance,JieZ 2017 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/JieZ_2017/2021-03-31.JieZ_2017.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.JieZ_2017.pathway_coverage,JieZ 2017 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/JieZ_2017/2021-03-31.JieZ_2017.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.JieZ_2017.relative_abundance,JieZ 2017 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/JieZ_2017/2021-03-31.JieZ_2017.relative_abundance.rda,curatedMetagenomicData
2021-03-31.KarlssonFH_2013.gene_families,KarlssonFH 2013 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KarlssonFH_2013/2021-03-31.KarlssonFH_2013.gene_families.rda,curatedMetagenomicData
2021-03-31.KarlssonFH_2013.marker_abundance,KarlssonFH 2013 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KarlssonFH_2013/2021-03-31.KarlssonFH_2013.marker_abundance.rda,curatedMetagenomicData
2021-03-31.KarlssonFH_2013.marker_presence,KarlssonFH 2013 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KarlssonFH_2013/2021-03-31.KarlssonFH_2013.marker_presence.rda,curatedMetagenomicData
2021-03-31.KarlssonFH_2013.pathway_abundance,KarlssonFH 2013 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KarlssonFH_2013/2021-03-31.KarlssonFH_2013.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.KarlssonFH_2013.pathway_coverage,KarlssonFH 2013 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KarlssonFH_2013/2021-03-31.KarlssonFH_2013.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.KarlssonFH_2013.relative_abundance,KarlssonFH 2013 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KarlssonFH_2013/2021-03-31.KarlssonFH_2013.relative_abundance.rda,curatedMetagenomicData
2021-03-31.KaurK_2020.gene_families,KaurK 2020 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KaurK_2020/2021-03-31.KaurK_2020.gene_families.rda,curatedMetagenomicData
2021-03-31.KaurK_2020.marker_abundance,KaurK 2020 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KaurK_2020/2021-03-31.KaurK_2020.marker_abundance.rda,curatedMetagenomicData
2021-03-31.KaurK_2020.marker_presence,KaurK 2020 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KaurK_2020/2021-03-31.KaurK_2020.marker_presence.rda,curatedMetagenomicData
2021-03-31.KaurK_2020.pathway_abundance,KaurK 2020 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KaurK_2020/2021-03-31.KaurK_2020.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.KaurK_2020.pathway_coverage,KaurK 2020 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KaurK_2020/2021-03-31.KaurK_2020.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.KaurK_2020.relative_abundance,KaurK 2020 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KaurK_2020/2021-03-31.KaurK_2020.relative_abundance.rda,curatedMetagenomicData
2021-03-31.KeohaneDM_2020.gene_families,KeohaneDM 2020 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KeohaneDM_2020/2021-03-31.KeohaneDM_2020.gene_families.rda,curatedMetagenomicData
2021-03-31.KeohaneDM_2020.marker_abundance,KeohaneDM 2020 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KeohaneDM_2020/2021-03-31.KeohaneDM_2020.marker_abundance.rda,curatedMetagenomicData
2021-03-31.KeohaneDM_2020.marker_presence,KeohaneDM 2020 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KeohaneDM_2020/2021-03-31.KeohaneDM_2020.marker_presence.rda,curatedMetagenomicData
2021-03-31.KeohaneDM_2020.pathway_abundance,KeohaneDM 2020 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KeohaneDM_2020/2021-03-31.KeohaneDM_2020.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.KeohaneDM_2020.pathway_coverage,KeohaneDM 2020 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KeohaneDM_2020/2021-03-31.KeohaneDM_2020.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.KeohaneDM_2020.relative_abundance,KeohaneDM 2020 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KeohaneDM_2020/2021-03-31.KeohaneDM_2020.relative_abundance.rda,curatedMetagenomicData
2021-03-31.KieserS_2018.gene_families,KieserS 2018 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KieserS_2018/2021-03-31.KieserS_2018.gene_families.rda,curatedMetagenomicData
2021-03-31.KieserS_2018.marker_abundance,KieserS 2018 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KieserS_2018/2021-03-31.KieserS_2018.marker_abundance.rda,curatedMetagenomicData
2021-03-31.KieserS_2018.marker_presence,KieserS 2018 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KieserS_2018/2021-03-31.KieserS_2018.marker_presence.rda,curatedMetagenomicData
2021-03-31.KieserS_2018.pathway_abundance,KieserS 2018 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KieserS_2018/2021-03-31.KieserS_2018.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.KieserS_2018.pathway_coverage,KieserS 2018 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KieserS_2018/2021-03-31.KieserS_2018.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.KieserS_2018.relative_abundance,KieserS 2018 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KieserS_2018/2021-03-31.KieserS_2018.relative_abundance.rda,curatedMetagenomicData
2021-03-31.KosticAD_2015.gene_families,KosticAD 2015 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KosticAD_2015/2021-03-31.KosticAD_2015.gene_families.rda,curatedMetagenomicData
2021-03-31.KosticAD_2015.marker_abundance,KosticAD 2015 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KosticAD_2015/2021-03-31.KosticAD_2015.marker_abundance.rda,curatedMetagenomicData
2021-03-31.KosticAD_2015.marker_presence,KosticAD 2015 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KosticAD_2015/2021-03-31.KosticAD_2015.marker_presence.rda,curatedMetagenomicData
2021-03-31.KosticAD_2015.pathway_abundance,KosticAD 2015 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KosticAD_2015/2021-03-31.KosticAD_2015.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.KosticAD_2015.pathway_coverage,KosticAD 2015 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KosticAD_2015/2021-03-31.KosticAD_2015.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.KosticAD_2015.relative_abundance,KosticAD 2015 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/KosticAD_2015/2021-03-31.KosticAD_2015.relative_abundance.rda,curatedMetagenomicData
2021-03-31.LassalleF_2017.gene_families,LassalleF 2017 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LassalleF_2017/2021-03-31.LassalleF_2017.gene_families.rda,curatedMetagenomicData
2021-03-31.LassalleF_2017.marker_abundance,LassalleF 2017 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LassalleF_2017/2021-03-31.LassalleF_2017.marker_abundance.rda,curatedMetagenomicData
2021-03-31.LassalleF_2017.marker_presence,LassalleF 2017 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LassalleF_2017/2021-03-31.LassalleF_2017.marker_presence.rda,curatedMetagenomicData
2021-03-31.LassalleF_2017.pathway_abundance,LassalleF 2017 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LassalleF_2017/2021-03-31.LassalleF_2017.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.LassalleF_2017.pathway_coverage,LassalleF 2017 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LassalleF_2017/2021-03-31.LassalleF_2017.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.LassalleF_2017.relative_abundance,LassalleF 2017 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LassalleF_2017/2021-03-31.LassalleF_2017.relative_abundance.rda,curatedMetagenomicData
2021-03-31.LeChatelierE_2013.gene_families,LeChatelierE 2013 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LeChatelierE_2013/2021-03-31.LeChatelierE_2013.gene_families.rda,curatedMetagenomicData
2021-03-31.LeChatelierE_2013.marker_abundance,LeChatelierE 2013 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LeChatelierE_2013/2021-03-31.LeChatelierE_2013.marker_abundance.rda,curatedMetagenomicData
2021-03-31.LeChatelierE_2013.marker_presence,LeChatelierE 2013 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LeChatelierE_2013/2021-03-31.LeChatelierE_2013.marker_presence.rda,curatedMetagenomicData
2021-03-31.LeChatelierE_2013.pathway_abundance,LeChatelierE 2013 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LeChatelierE_2013/2021-03-31.LeChatelierE_2013.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.LeChatelierE_2013.pathway_coverage,LeChatelierE 2013 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LeChatelierE_2013/2021-03-31.LeChatelierE_2013.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.LeChatelierE_2013.relative_abundance,LeChatelierE 2013 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LeChatelierE_2013/2021-03-31.LeChatelierE_2013.relative_abundance.rda,curatedMetagenomicData
2021-03-31.LifeLinesDeep_2016.gene_families,LifeLinesDeep 2016 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LifeLinesDeep_2016/2021-03-31.LifeLinesDeep_2016.gene_families.rda,curatedMetagenomicData
2021-03-31.LifeLinesDeep_2016.marker_abundance,LifeLinesDeep 2016 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LifeLinesDeep_2016/2021-03-31.LifeLinesDeep_2016.marker_abundance.rda,curatedMetagenomicData
2021-03-31.LifeLinesDeep_2016.marker_presence,LifeLinesDeep 2016 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LifeLinesDeep_2016/2021-03-31.LifeLinesDeep_2016.marker_presence.rda,curatedMetagenomicData
2021-03-31.LifeLinesDeep_2016.pathway_abundance,LifeLinesDeep 2016 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LifeLinesDeep_2016/2021-03-31.LifeLinesDeep_2016.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.LifeLinesDeep_2016.pathway_coverage,LifeLinesDeep 2016 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LifeLinesDeep_2016/2021-03-31.LifeLinesDeep_2016.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.LifeLinesDeep_2016.relative_abundance,LifeLinesDeep 2016 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LifeLinesDeep_2016/2021-03-31.LifeLinesDeep_2016.relative_abundance.rda,curatedMetagenomicData
2021-03-31.LiJ_2014.gene_families,LiJ 2014 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LiJ_2014/2021-03-31.LiJ_2014.gene_families.rda,curatedMetagenomicData
2021-03-31.LiJ_2014.marker_abundance,LiJ 2014 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LiJ_2014/2021-03-31.LiJ_2014.marker_abundance.rda,curatedMetagenomicData
2021-03-31.LiJ_2014.marker_presence,LiJ 2014 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LiJ_2014/2021-03-31.LiJ_2014.marker_presence.rda,curatedMetagenomicData
2021-03-31.LiJ_2014.pathway_abundance,LiJ 2014 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LiJ_2014/2021-03-31.LiJ_2014.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.LiJ_2014.pathway_coverage,LiJ 2014 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LiJ_2014/2021-03-31.LiJ_2014.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.LiJ_2014.relative_abundance,LiJ 2014 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/LiJ_2014/2021-03-31.LiJ_2014.relative_abundance.rda,curatedMetagenomicData
